IATA,ICAO,Airline,Country/Region
,WDY,Phoenix Airline Services,United States
,PHY,Phoenix Avia,Armenia
,PHG,Phoenix Aviation,Kyrgyzstan
,XPX,Phoenix Flight Operations,United States
,PDT,Piedmont Airlines,United States
,PCH,Pilatus Flugzeugwerke,Switzerland
,PLU,Pilatus PC-12 Center De Mexico,Mexico
,MKS,Pimichikamac Air,Canada
,PNP,Pineapple Air,Bahamas
,PIM,Pinframat,Angola
,PCL,Pinnacle Air Group,United States
,PIO,Pioneer Airlines,United States
,PER,Pioneers Limited,Pakistan
,PRN,Pirinair Express,Spain
,PLN,Planar,Angola
,PMS,Planemaster Services,United States
,PLZ,Planet Airways,United States
,PYZ,Players Air,United States
,LIB,Polizeihubschrauberstaffel Hamburg,Germany
,PSF,Plymouth School of Flying,United Kingdom
,POC,Pocono Air Lines,United States
,PDA,Podilia-Avia,Ukraine
,PAZ,Point Afrique Niger,Niger
,RMI,Point Airlines,Nigeria
,PAW,Pointair Burkina,Burkina Faso
,PTS,Points of Call Airlines,Canada
,PMO,Polar Airlines de Mexico,Mexico
,PSR,Polestar Aviation,United Kingdom
,POT,Polet Airlines,Russia
,POF,Police Aux Frontières,France
,PLC,Police Aviation Services,United Kingdom
,PLF,Polish Air Force,Poland
,PNY,Polish Navy,Poland
,NRW,Polizeifliegerstaffel Nordrhein-Westfalen,Germany
,PPH,Polizeihubschrauberstaffel Niedersachsen,Germany
,PIK,Polizeihubschrauberstaffel Sachsen-Anhalt,Germany
,SRP,Polizeihubschauberstaffel Rheinland-Pfalz,Germany
,PBW,Polizeihubschrauberstaffel Baden-Württemberg,Germany
,EDL,Polizeihubschrauberstaffel Bayern,Germany
,PBB,Polizeihubschrauberstaffel Brandenburg,Germany
,PHH,Polizeihubschrauberstaffel Hessen,Germany
,PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,Germany
,PHS,Polizeihubschrauberstaffel Sachsen,Germany
,HBT,Polizeihubschrauberstaffel Thüringen,Germany
,CUK,Polo Aviation,United Kingdom
,PLA,Polynesian Air-Ways,United States
,PND,Pond Air Express,United States
,PSI,Pont International Airline Services,Suriname
,PLX,Pool Aviation,United Kingdom
,PTQ,Port Townsend Airways,United States
,POR,Porteadora De Cosola,Mexico
,AFP,Portuguese Air Force,Portugal
,POA,Portuguese Army,Portugal
,PON,Portuguese Navy,Portugal
,PSN,Potosina Del Aire,Mexico
,PWL,Powell Air,Canada
,PFS,Prairie Flying Service,United States
,PWC,Pratt and Whitney Canada,Canada
,PRE,Precision Airlines,United States
,BAT,Premiair,Luxembourg
,PGL,Premiair Aviation Services,United Kingdom
,PME,Premiair Fliyng Club,United Kingdom
,EMI,Premium Air Shuttle,Nigeria
,PMU,Premium Aviation,Germany
,BFA,Presidence Du Faso,Burkina Faso
,ONM,Presidencia de La Republica de Guinea Ecuatorial,Equatorial Guinea
,PRD,Presidential Aviation,United States
,PWA,Priester Aviation,United States
,PMM,Paradigm Air Operators,United States
,PMC,Primas Courier,United States
,CRY,Primavia Limited,United Kingdom
,PRM,Prime Airlines,United States
,PKZ,Prime Aviation,Kazakhstan
,CME,Prince Edward Air,Canada
,PJP,Princely Jets,Pakistan
,PCN,Princeton Aviation Corporation,United States
,PRY,Priority Air Charter,United States
,PAT,Priority Air Transport,United States
,BCK,Priority Aviation Company,United States
,PTI,Privatair,Switzerland
,PJE,Private Jet Expeditions,United States
,PJA,Private Jet Management,United States
,PRH,Pro Air,United States
,PSZ,Pro Air Service,United States
,GIY,Probiz Guinee,Guinea
,PAD,Professional Express Courier Service,United States
,PVL,Professione VOlare,Italy
,PTT,Promotora Industria Totolapa,Mexico
,PRO,Propair,Canada
,PPA,Propheter Aviation,United States
,PTH,Proteus Helicopteres,France
,PTL,Providence Airline,United States
,AWD,Providence Aviation Services,Pakistan
,PRV,Provincial Express,Canada
,PSW,Pskovavia,Russia
,UDA,Psudiklat Perhubungan Udara/PLP,Indonesia
,PTA,Ptarmigan Airways,Canada
,PSP,Publiservicios Aéreos,Mexico
,PUV,Publivoo,Portugal
,PNG,Puerto Rico National Guard,United States
,TXV,Puerto Vallarta Taxi Aéreo,Mexico
,PGH,Pulkovo Aircraft Services,Russia
,PLY,Puma Linhas Aéreas,Brazil
,PTV,Puntavia Air Services,Djibouti
,MGO,Punto Fa,Spain
,PYR,Pyramid Air Lines,Egypt
,PRI,Primera Air Scandinavia,Denmark
,PRW,Primera Air Nordic,Latvia
,FQA,Quikjet Cargo Airlines,India
,QQE,Qatar Executive,Qatar
,QNT,Qanot Sharq,Uzbekistan
,QAC,Qatar Air Cargo,Qatar
,QAF,Qatar Amiri Flight,Qatar
,QSM,Qeshm Air,Iran
,QTX,Quantex Environmental,Canada
,QUE,Quebec Government Air Service,Canada
,QNA,Queen Air,Dominican Republic
,LBQ,Quest Diagnostics,United States
,QAJ,Quick Air Jet Charter,Germany
,QAH,Quick Airways Holland,Netherlands
,QAS,Quisqueya Airlines,Haiti
,QAQ,Qurinea Air Service,Libya
,QCC,Qwest Commuter Corporation,United States
,QWA,Qwestair,Australia
,QWL,Qwila Air,South Africa
,RBB,Rabbit-Air,Switzerland
,ACE,Race Cargo Airlines,Ghana
,GBR,Rader Aviation,United States
,BKH,RAF Barkston Heath,United Kingdom
,CFN,RAF Church Fenton,United Kingdom
,COH,RAF Coltishall,United Kingdom
,CBY,RAF Coningsby,United Kingdom
,COT,RAF Cottesmore,United Kingdom
,CWL,RAF Cranwell,United Kingdom
,KIN,RAF Kinloss,United Kingdom
,LEE,RAF Leeming,United Kingdom
,LCS,RAF Leuchars,United Kingdom
,LOP,RAF Linton-on-Ouse,United Kingdom
,LOS,RAF Lossiemouth,United Kingdom
,MRH,RAF Marham,United Kingdom
,NWO,RAF Northwood,United Kingdom
,SMZ,RAF Scampton,United Kingdom
,STN,RAF St Athan,United Kingdom
,SMG,RAF St Mawgan Search and Rescue,United Kingdom
,TOF,RAF Topcliffe Flying Training Unit,United Kingdom
,VYT,RAF Valley Flying Training Unit,United Kingdom
,VLL,RAF Valley SAR Training Unit,United Kingdom
,WAD,RAF Waddington,United Kingdom
,WIT,RAF Wittering,United Kingdom
,MTL,RAF-Avia,Latvia
,WES,Rainbow International Airlines,United States
,RJT,RA Jet Aeroservicios,Mexico
,RAJ,Raji Airlines,Pakistan
,RKM,RAK Airways,United Arab Emirates
,RFA,Raleigh Flying Service,United States
,REX,Ram Air Freight,United States
,RMT,Ram Aircraft Corporation,United States
,PPK,Ramp 66,United States
,RGM,Rangemile Limited,United Kingdom
,MWR,Raslan Air Service,Egypt
,RAQ,Rath Aviation,Austria
,CSM,Ratkhan Air,Kazakhstan
,RVR,Raven Air,United Kingdom
,RVN,Raven Air,United States
,REI,Ray Aviation,Israel
,RYT,Raya Jet,Jordan
,RTN,Raytheon Aircraft Company,United States
,RCJ,Raytheon Corporate Jets,United Kingdom
,KSS,Raytheon Travel Air,United States
,RCB,Real Aero Club De Baleares,Spain
,CDT,Real Aero Club de Reus-Costa Dorado,Spain
,RCD,Real Aeroclub De Tenerife,Spain
,VCB,Real Aero Club de Vizcaya,Spain
,RLV,Real Aviation,Ghana
,REB,Rebus,Bulgaria
,RTO,Rectimo Air Transports,France
,RIX,Rectrix Aviation,United States
,PSH,Red Aviation,United Kingdom
,RBN,Red Baron Aviation,United States
,DEV,Red Devils Parachute Display Team,United Kingdom
,RDV,Red Sea Aviation,Egypt
,RSV,Red Sky Ventures,Namibia
,STR,Red Star,United Arab Emirates
,VRD,Virgin America,United States
,RAV,Reed Aviation,United Kingdom
,REF,Reef Air,New Zealand
,RVV,Reeve Aleutian Airways,United States
,RBH,Regal Bahamas International Airways,Bahamas
,RGY,Regency Airlines,United States
,RAH,Regent Air,Canada
,RAG,Regio Air,Germany
,RGR,Region Air,Canada
,TSH,"R1 Airlines, previously Regional 1",Canada
,RIL,Regional Air,Mauritania
,REW,Regional Air Express,Germany
,REG,Regional Air Services,Tanzania
,JJM,Regional Geodata Air,Spain
,REL,Reliance Aviation,United States
,RLI,Reliant Air,United States
,RTS,Relief Transport Services,United Kingdom
,RAN,Renan,Moldova
,RGS,Renown Aviation,United States
,RBC,Republicair,Mexico
,RST,Resort Air,United States
,RUT,Reut Airways,Israel
,RGV,RG Aviation,Venezuela
,RDS,Rhoades Aviation,United States
,RIU,Riau Airlines,Indonesia
,RIA,Rich International Airways,United States
,RVC,Richards Aviation,United States
,RIC,Richardson's Airway,United States
,RCA,Richland Aviation,United States
,WHH,Richy Skylark,Sri Lanka
,HPR,Rick Lucas Helicopters,New Zealand
,RID,Ridder Avia,Kazakhstan
,RAK,Riga Airclub,Latvia
,RAZ,Rijnmond Air Services,Netherlands
,POL,Rikspolisstyrelsen,Sweden
,RIM,Rimrock Airlines,United States
,SKA,Rio Air Express,Brazil
,REO,Rio Airways,United States
,RVM,River Ministries Air Charter,South Africa
,RGP,River State Government of Nigeria,Nigeria
,UNR,Rivne Universal Avia,Ukraine
,RDL,Roadair Lines,Canada
,RBT,Robinton Aero,Dominican Republic
,ROX,Roblex Aviation,United States
,RKW,Rockwell Collins Avionics,United States
,ROC,Rocky Mountain Airlines,Canada
,RMA,Rocky Mountain Airways,United States
,LIF,Rocky Mountain Holdings,United States
,RDZ,Rodze Air,Nigeria
,FAD,Rog-Air,Canada
,RRZ,Rollright Aviation,United Kingdom
,RRL,Rolls-Royce Limited,United Kingdom
,BTU,Rolls-Royce plc,United Kingdom
,ROF,Romanian Air Force,Romania
,RMV,Romavia,Romania
,RNS,Ronso,Mexico
,ROR,Roraima Airways,Guyana
,KRS,Rosen Aviation,Japan
,RNB,Rosneft-Baltika,Russia
,NRG,Ross Aviation,United States
,RFS,Rossair,Australia
,RSS,Rossair,South Africa
,ROS,Rossair Europe,Netherlands
,RAL,Roswell Airlines,United States
,RTR,Rotatur,Brazil
,RKT,Rotormotion,United Kingdom
,JCR,Rotterdam Jet Center,Netherlands
,ROV,Rover Airways International,United States
,VOS,Rovos Air,South Africa
,RCG,Royal Air Cargo,South Africa
,ACW,Royal Air Force,United Kingdom
,RRR,Royal Air Force,United Kingdom
,RRF,Royal Air Force,United Kingdom
,SHF,Royal Air Force,United Kingdom
,RAX,Royal Air Freight,United States
,RLM,Royal American Airways,United States
,ASY,Royal Australian Air Force,Australia
,RXP,Royal Aviation Express,Canada
,RYB,Royal Bahrain Airlines,Bahrain
,KDR,Royal Daisy Airlines,Uganda
,RGA,Royal Ghanaian Airlines,Ghana
,ROJ,Royal Jet,United Arab Emirates
,RJZ,Royal Jordanian Air Force,Jordan
,RMF,Royal Malaysian Air Force,Malaysia
,NVY,Royal Navy,United Kingdom
,NRN,Royal Netherland Navy,Netherlands
,NAF,Royal Netherlands Air Force,Netherlands
,KIW,Royal New Zealand Air Force,New Zealand
,NOW,Royal Norwegian Air Force,Norway
,ROP,Royal Oman Police,Oman
,RRA,Royal Rwanda Airlines,Rwanda
,RSF,Royal Saudi Air Force,Saudi Arabia
,RSN,Royal Swazi National Airways,Eswatini
,RWE,Royal West Airlines,United States
,RSB,Rubystar,Belarus
,RLH,Ruili Airlines,China
,RMG,Rumugu Air & Space Nigeria,Nigeria
,RUR,Rusaero,Russia
,KLE,Rusaero,Russia
,CGI,Rusair JSAC,Russia
,RUH,Rusich-T,Russia
,RLU,Rusline,Russia
,MIG,Russian Aircraft Corporation-MiG,Russia
,RFF,Russian Federation Air Force,Russia
,RUZ,Rusuertol,Russia
,RND,Rutland Aviation,United Kingdom
,RUA,Rwanda Airlines,Rwanda
,RWA,Rwanda Airways,Rwanda
,RWL,RWL Luftfahrtgesellschaft,Germany
,RYZ,Ryazan State Air Enterprise,Russia
,RAA,Rynes Aviation,United States
,REV,RVL Group,United Kingdom
,OMN,Servicios Aereos Ominia,Mexico
,SEN,Servicios de Aviacion Sierra,Mexico
,SGC,SGC Aviation,Austria
,SCJ,Siamjet Aviation,Thailand
,SIX,Sixt Rent A Car,United States
,SOG,Solenta Aviation Ghana,Ghana
,QSR,SR Jet,China
,KBN,Spiracha Aviation,Thailand
,CBN,"Southern Illinois University Aviation Flight",United States
,IBG,Springfield Air,United States
,BZQ,Seneca College,Canada
,BVV,Sparc Avia,Russia
,SJM,Sino Jet Management,China
,SCH,Seychelles Airlines,Seychelles
,BYF,San Carlos Flight Center,United States
,SXT,Servicios de Taxi Aereos,Mexico
,SBD,SIBIA Aircompany Ltd,Russia
,MYX,Smartlynx Airlines Estonia,Estonia
,DES,Servicios Aereos Especializados Destina,Mexico
,LSV,Slovenian Ministry of Defence,Slovenia
,FUF,Servicios Aereos Fun Fly,Mexico
,SAQ,Safe Air Company,Kenya
,SMU,Sanborn Map Company,United States
,RBR,Siam Airnet,Thailand
,SVB,Siavia,Slovenia
,MHQ,Skargardshavets Helikoptertjanst,Finland
,BIS,Sky Bishek,Kyrgyzstan
,SYH,Sky Handling,Ukraine
,KPM,Sky Prim Air,Molodva
,BSJ,Skybus Jet,Bahamas
,USW,Special Aviation Works,Uzbekistan
,BDS,South Asian Airlines,Bangladesh
,BEC,State Air Company Berkut,Kazakhstan
,KYD,Sky Messaging,South Africa
,SAB,Sky Way Air,Kyrgyzstan
,SAC,SASCO Airlines,Sudan
,SAG,SOS Flygambulans,Sweden
,SAN,Servicios Aéreos Nacionales (SAN),Ecuador
,SAO,Sahel Aviation Service,Mali
,ANX,Secretaria de Marina,Mexico
,SAQ,Springbank Aviation,Canada
,SAV,Samal Air,Kazakhstan
,SAW,Cham Wing Airlines,Syrian Arab Republic
,SAX,Sabah Air,Malaysia
,SAY,ScotAirways,United Kingdom
,SAZ,Swiss Air-Ambulance,Switzerland
,SBA,SOL Linhas Aéreas,Brazil
,SBA,STA-MALI,Mali
,SBB,Steinman Aviation,United States
,SBF,Seven Bar Flying Service,Tunisia
,SBG,Sabre Incorporated,United States
,SBL,Sobel Airlines of Ghana,Ghana
,SBO,Stabo Air,Zambia
,SBQ,SmithKline Beecham Clinical Labs,United States
,SBR,Saber Aviation,United States
,URJ,Star Air,Pakistan
,SBZ,Scibe Airlift,Democratic Republic of the Congo
,AME,Spanish Air Force,Spain
,SCA,South Central Air,United States
,SCC,Seacoast Airlines,United States
,SCE,Scenic Airlines,United States
,SCF,Socofer,Angola
,SCI,Servicios Aéreos San Cristóbal,Mexico
,SCK,Sky Cam,France
,SCB,Saigon Capital Aircraft Management,Netherlands
,SCN,South American Airlines,Peru
,AHI,Servicios Aéreos de Chihuahua Aerochisa,Mexico
,SCP,Scorpio Aviation,Egypt
,SCQ,OSM Aviation Academy,"Norway, Sweden and San Diego"
,SIC,SFS Aviation,Thailand
,SCR,Silver Cloud Air,Germany
,SCS,South African Non Scheduled Airways,South Africa
,SCT,SAAB-Aircraft,Sweden
,SCV,Servicios Aéreos Del Centro,Mexico
,SDA,St. Andrews Airways,Canada
,SDB,Sukhoi Design Bureau Company,Russia
,SDC,Sunrise Airlines,United States
,SDD,Skymaster Air Taxi,United States
,SDE,Air Partners Corp.,Canada
,SDF,Sundorph Aeronautical Corporation,United States
,SDH,Servicio De Helicopteros,Spain
,SDK,SADELCA - Sociedad Aérea Del Caquetá,Colombia
,SDL,Skydrift,United Kingdom
,SDN,Spirit of Africa Airlines,Sudan
,SDU,Sud Airlines,France
,SDV,Servicios Aéreos Del Vaupes,Colombia
,SDX,Servicio Tecnico Aero De Mexico,Mexico
,SDZ,Sudan Pezetel for Aviation,Sudan
,SEA,Southeast Air,United States
,SEB,Servicios Aéreos Luce,Mexico
,SED,Sedona Air Center,United States
,SEE,Shaheen Air Cargo,Pakistan
,SEH,Sky Express,Greece
,SEK,Skyjet,Kazakhstan
,SEL,Sentel Corporation,United States
,SEO,Selcon Airlines,Nigeria
,SES,Servicio Aéreo Saltillo,Mexico
,SEV,Serair Transworld Press,Spain
,SFA,SEFA,France
,SFC,Shuswap Flight Centre,Canada
,SFE,Sefofane Air Charters,Botswana
,SFF,Safewings Aviation Company,United States
,SFG,Sun Freight Logistics,Thailand
,SFL,Southflight Aviation,New Zealand
,SFN,Safiran Airlines,Iran
,SFP,Safe Air,Pakistan
,SFS,Southern Frontier Air Transport,Canada
,SFT,Skyfreight,United States
,SFU,Solent Flight,United Kingdom
,SFX,S.K. Logistics,United States
,SGB,"Sky King, Inc.",United States
,SGC,Southern Right Air Charter,South Africa
,SGD,Sky Gate International Aviation,Kyrgyzstan
,SGF,STAC Swiss Government Flights,Switzerland
,SGH,Servisair,United Kingdom
,SGI,Servicios Aéreos Agrícolas,Chile
,SGK,Skyward Aviation,Canada
,SGM,Sky Aircraft Service,Netherlands
,SGN,Siam GA,Thailand
,SGP,Sagolair Transportes Ejecutivos,Spain
,SGS,Saskatchewan Government Executive Air Service,Canada
,SGT,Skygate,Netherlands
,SGU,Samgau,Kazakhstan
,SGX,Saga Airlines,Turkey
,SHB,Shabair,Democratic Republic of the Congo
,SHC,Sky Harbor Air Service,United States
,SHD,Sahara Airlines,Algeria
,SHE,Shell Aircraft,United Kingdom
,SHG,Shoprite Group,United Kingdom
,SHJ,Sharjah Ruler's Flight,United Arab Emirates
,SHK,Shorouk Air,Egypt
,SHL,Samson Aviation,United Kingdom
,SHM,Sheltam Aviation,South Africa
,SHN,Shaheen Airport Services,Pakistan
,SHO,Sheremetyevo-Cargo,Russia
,SHP,Service Aerien Francais,France
,SHQ,Shanghai Airlines Cargo,China
,SHR,Shooter Air Courier,Canada
,SHS,Shura Air Transport Services,Ethiopia
,SHV,Shavano Air,United States
,SHW,Shawnee Airline,United States
,SHX,Slim Aviation Services,Nigeria
,SIE,Sierra Express,United States
,SIJ,Seco International,Japan
,SIL,Servicios Aeronáuticos Integrales,Mexico
,SIM,Star Air,Sierra Leone
,SIO,Sirio (airline),Italy
,SIR,Salair,United States
,SIS,Saber Airlines,Egypt
,SIV,Slovenian Armed Forces,Slovenia
,SIW,Sirio Executive,Italy
,SJA,Servicios Aéreos Especiales De Jalisco,Mexico
,SJC,Servicios Ejecutivos Continental,Mexico
,SJE,Sunair 2001,South Africa
,SJJ,Spirit Aviation,United States
,SJL,Servicios Especiales Del Pacifico Jalisco,Mexico
,SJT,Swiss Jet,Switzerland
,SJY,Sriwijaya Air,Indonesia
,ALC,"Southern Jersey Airways, Inc.",United States
,SPS,Spark Shuttle,United States
,SPT,Speed Aviation,Bangladesh
,SPU,Southeast Airmotive,United States
,SPV,Servicios Privados De Aviación,Mexico
,SPW,Speedwings,Switzerland
,SPX,Spark Express (Glow),
,SQA,Slovak National Aeroclub,Slovakia
,SQF,Slovak Air Force,Slovakia
,SQL,Servicos De Alquiler,Mexico
,SRA,Sair Aviation,Canada
,SRC,Searca,Colombia
,SRL,Servicios Aeronáuticos Aero Personal,Mexico
,SRN,Sirair,Russia
,SRO,Servicios Aéreos Ejecutivos Saereo,Ecuador
,SRQ,South East Asian Airlines,Philippines
,SRS,Selkirk Remote Sensing,Canada
,SRU,Star Up,Peru
,SRW,Sarit Airlines,Sudan
,SRX,Sierra Expressway Airlines,United States
,SRZ,Strato Air Services,South Africa
,SSB,Sasair,Canada
,SSC,Southern Seaplane,United States
,SSD,Star Service International,France
,SSE,Servicios Aéreos Sunset,Mexico
,SSG,Slovak Government Flying Service,Slovakia
,SSK,Skystar International,United States
,SSO,Special Scope Limited,United Kingdom
,SSP,Starspeed,United Kingdom
,SSR,Sardinian Sky Service,Italy
,SSS,SAESA,Spain
,SST,Sunwest Airlines,Canada
,SSU,SASCA,Venezuela
,SSW,Streamline Aviation,United Kingdom
,SSY,Sky Aviation,Sierra Leone
,SSZ,Specsavers Aviation,United Kingdom
,STA,Star Aviation,United Kingdom
,STB,Status-Alpha Airline,Ukraine
,STC,Stadium City Limited,United Kingdom
,STD,Servicios De Aerotransportacion De Aguascalientes,Mexico
,STE,Semitool Europe,United Kingdom
,STF,SFT-Sudanese Flight,Sudan
,STG,"Sedalia, Marshall, Boonville Stage Line",United States
,STH,South-Airlines,Armenia
,STI,Sontair,Canada
,STJ,Sella Aviation,Netherlands
,STL,Stapleford Flight Centre,United Kingdom
,STO,Streamline Ops,Russia
,STQ,Star Air,Indonesia
,STU,Star African Air,Somali Republic
,SUU,Star West Aviation,United States
,STV,Saturn Aviation,United States
,STW,South West Air Corporation,Philippines
,STX,Stars Away Aviation,South Africa
,STY,Styrian Airways,Austria
,SUA,Silesia Air,Czech Republic
,SUB,Suburban Air Freight,United States
,SUG,Sunu Air,Senegal
,SUH,Sun Light,Kyrgyzstan
,SUI,Swiss Air Force,Switzerland
,SUK,Superior Aviation Services,Kenya
,SUM,State Unitary Air Enterprise,Russia
,SUR,Sun Air,Egypt
,URF,Surf Air,United States
,SUT,Sistemas Aeronauuticos 2000,Mexico
,SUV,Sundance Air,Venezuela
,SVD,St. Vincent Grenadines Air (1990),Saint Vincent and the Grenadines
,SVF,Swedish Armed Forces,Sweden
,AWJ,Sahel Airlines,Niger
,SVH,Sterling Helicopters,United Kingdom
,SVI,Servicios De Transporte Aéreo,Mexico
,SVJ,Silver Air,Djibouti
,SVL,Sevastopol-Avia,Ukraine
,SVN,Savanair (Angola),Angola
,SVO,Servicios Aeronáuticos De Oriente,Mexico
,SVS,Servicios Aéreos Saar,Mexico
,SVT,Seven Four Eight Air Services,Luxembourg
,SVX,Security Aviation,United States
,SWB,Swissboogie Parapro,Switzerland
,SWC,South West Air,Canada
,SWE,Swedeways,Sweden
,,Spurling Aviation,United States
,SWI,Sunworld Airlines,United States
,SWJ,StatesWest Airlines,United States
,SWO,Surinam International Victory Airline,Suriname
,SWP,Star Work Sky,Italy
,SWS,Sunwest Aviation (Lindquist Investment),United States
,SWT,Swiftair,Spain
,SWY,Sky Jet,Switzerland
,SWZ,"Servair, Private Charter",Switzerland
,SXA,Southern Cross Aviation,United States
,SXC,Sky Exec Aviation Services,Nigeria
,SXE,Southeast Express Airlines,United States
,SXM,Servicios Aéreos Especializados Mexicanos,Mexico
,SXT,Servicios De Taxi Aéreo,Mexico
,SXX,Satellite Aero,United States
,SXY,Safari Express Cargo,Kenya
,SYA,Skyways,Argentina
,SYC,Systec 2000,United States
,SYE,Sheba Aviation,Yemen
,SYF,Sky One Express Airlines,United States
,SYG,Synergy Aviation,United Kingdom
,SYI,Sonalysts,United States
,SYJ,Slate Falls Airways,Canada
,SYK,Satsair,United States
,SYN,Syncrude Canada,Canada
,SYS,Shawbury Flying Training Unit,United Kingdom
,SYV,Special Aviation Systems,United States
,SYY,South African Historic Flight,South Africa
,SZT,Servicios Aeronáuticos Z,Mexico
,BHV,Specavia Air Company,Russia
,BLY,Starair,Ireland
,BNC,Sundance Air,United States
,CBN,Swedish Civil Aviation Administration,Sweden
,CDS,Spectrem Air,South Africa
,CEE,Servicios Aéreos Centrales,Mexico
,CFL,Swedish Airlines,Sweden
,CGL,Seagle Air,Slovakia
,CIG,Sirius-Aero,Russia
,CNK,Sunwest Home Aviation,Canada
,CSY,Shuangyang General Aviation,China
,DKT,Sioux Falls Aviation,United States
,DKY,Servicios Aéreos Elite,Spain
,DNI,Servicios Aéreos Denim,Mexico
,EAB,Swiss Eagle,Switzerland
,EAN,Skypower Express Airways,Nigeria
,ENR,Scenic Air,Namibia
,EXY,South African Express,South Africa
,FFD,Stuttgarter Flugdienst,Germany
,FFH,Shalom Air Services,Nigeria
,FJE,Silverjet,United Kingdom
,FLH,Sky Bus,United States
,GAD,South Coast Aviation,United Kingdom
,GDE,Servicios Aéreos Gadel,Mexico
,GDG,S.P. Aviation,United States
,GIK,Seba Airlines,Guinea
,GNA,Servicios Aéreos Gana,Mexico
,GSW,Sky Wings Airlines,Greece
,GXL,Star XL German Airlines,Germany
,HAU,Skyhaul,Japan
,HIP,Starship,Mexico
,HJE,Servicios Ejecutivos Gosa,Mexico
,HLO,Samaritan Air Service,Canada
,HRI,Skyraidybos Mokymo Centras,Lithuania
,HSK,Sky Europe Airlines,Slovakia
,HSV,Svenska Direktflyg,Sweden
,HSY,Sky Helicopteros,Spain
,IJS,Silvair,United States
,ILS,Servicios Aéreos Ilsa,Mexico
,INK,Sincom-Avia,Ukraine
,IRV,Safat Airlines,Iran
,IRZ,Saha Airlines Services,Iran
,JAM,Sunline Express,Kenya
,JCM,Secure Air Charter,United States
,JIM,Sark International Airways,United Kingdom
,KKS,Salem,Kazakhstan
,KOP,Servicios Aéreos Copters,Chile
,KSP,Servicios Aéreos Expecializados En Transportes Petroleros,Colombia
,KYR,Sky Aeronautical Services,Mexico
,LGU,Servicios Aéreos Ejecutivos De La Laguna,Mexico
,LLA,Servico Leo Lopex,Mexico
,LLS,Servicios Aéreos Estrella,Mexico
,LMG,South African Air Force,South Africa
,LMO,Sky One Holdings as Privaira,United States
,LSP,Spectrum Aviation Incorporated,United Kingdom
,MCG,SOS Helikoptern Gotland,Sweden
,MDT,Sundt Air,Norway
,MLO,Servicios Aéreos Milenio,Mexico
,MMS,SAAD (A320) Limited,Cayman Islands
,MRI,Servicios Aéreos Moritani,Mexico
,MSG,Servico Aéreo Regional,Mozambique
,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,Costa Rica
,MTG,Servicios Aéreos MTT,Mexico
,SBW,Snowbird Airlines,Finland
,NAD,Seulawah Nad Air,Indonesia
,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,Mexico
,NCS,Simpson Air Ltd,Canada
,NON,Servicios Aéreos Latinoamericanos,Mexico
,NRZ,Servicios Aéreos Monarrez,Mexico
,NSC,Societe De Transport Aerien De Mauritanie,Mauritania
,NSE,SATENA,Colombia
,NTB,Servicios Aéreos Del Norte,Mexico
,NTG,Servicios Integrales De Aviación,Mexico
,OKT,Soko Aviation,Spain
,OLC,Solar Cargo,Venezuela
,OLO,Soloflight,United Kingdom
,ONG,Sonnig SA,Switzerland
,OSS,Servicios Aéreos Noticiosos,Mexico
,OTL,South Airlines,Ukraine
,PIV,Sokol,Russia
,PLT,South Carolina Aeronautics Commission,United States
,PMR,Servicios Aéreos Premier,Mexico
,PNS,Survey Udara (Penas),Indonesia
,POB,Servicios Aéreos Poblanos,Mexico
,PSV,Servicios Aéreos Profesionales,Dominican Republic
,PTM,Southeastern Airways,United States
,PUR,Spurwing Airlines,South Africa
,RBW,Shandong Airlines Rainbow Jet,China
,REJ,SA Airlink Regional,South Africa
,RER,Servicio Aéreo Regional Regair,Ecuador
,RFT,Scoala Superioara De Aviatie Civila,Romania
,RGC,Servicios Aéreos Regiomontanos,Mexico
,RLS,S-Air,Russia
,RMP,Servicios De Rampa Y Mostrador,Mexico
,RSE,SNAS Aviation,Saudi Arabia
,SKC,Skymaster Airlines,Brazil
,SKD,Sky Harbor Air Service,United States
,SKE,Sky Tours,United States
,AZG,Sakaviaservice,Georgia
,SKF,Skycraft,United States
,SKG,Skycraft Air Transport,Canada
,SKK,Skylink Aviation,Canada
,SKL,Skycharter (Malton),Canada
,SKN,Skyline Aviation Services,United States
,SKO,Scottish Airways Flyers,United Kingdom
,SKR,Skyscapes Air Charters,South Africa
,SKS,Sky Service,Belgium
,SKS,Sky Link Aviation,Pakistan
,SKZ,Skyway Enterprises,United States
,SLB,Slok Air,Nigeria
,SLD,Silver Air,Czech Republic
,SLE,Streamline,South Africa
,SLF,Starfly,Italy
,SLG,Saskatchewan Government,Canada
,SLH,Silverhawk Aviation,United States
,AGE,Servicios Aéreos de Los Ángeles,Mexico
,SLN,Sloane Aviation,United Kingdom
,SLP,Salpa Aviation,Sudan
,SLS,Servicios Aéreos Slainte,Mexico
,SLV,Stella Aviation,Mauritania
,SLW,Salama Airlines Nigeria,Nigeria
,SLX,Sete Linhas Aéreas,Brazil
,SLY,Sky Line for Air Services,Sudan
,SLZ,Super Luza,Angola
,SMA,SMA Airlines,Nigeria
,SMC,Sabang Merauke Raya Air Charter,Indonesia
